Project,Rosette,Consistency,Minimize,DisallowCycles,Time,NDeps,Status
esutils,True,npm,"min_duplicates,min_oldness",allow_cycles,5.073023080825806,0,success
memory-fs,True,npm,"min_duplicates,min_oldness",allow_cycles,89.70654320716858,10,success
sort-keys,True,npm,"min_duplicates,min_oldness",allow_cycles,22.659362316131592,1,success
esquery,True,npm,"min_duplicates,min_oldness",allow_cycles,26.34717869758606,1,success
@tootallnate_once,True,npm,"min_duplicates,min_oldness",allow_cycles,5.7621684074401855,0,success
agent-base,True,npm,"min_duplicates,min_oldness",allow_cycles,32.13035011291504,2,success
css-loader,True,npm,"min_duplicates,min_oldness",allow_cycles,154.55759024620056,15,success
process,True,npm,"min_duplicates,min_oldness",allow_cycles,5.0123443603515625,0,success
css-select,True,npm,"min_duplicates,min_oldness",allow_cycles,67.01322555541992,8,success
path-is-inside,True,npm,"min_duplicates,min_oldness",allow_cycles,4.231650114059448,0,success
sha.js,True,npm,"min_duplicates,min_oldness",allow_cycles,10.386114597320557,2,success
eslint-scope,True,npm,"min_duplicates,min_oldness",allow_cycles,18.653766632080078,2,success
json-schema,True,npm,"min_duplicates,min_oldness",allow_cycles,5.17938494682312,0,success
shell-quote,True,npm,"min_duplicates,min_oldness",allow_cycles,4.869229793548584,0,success
@babel_plugin-transform-named-capturing-groups-regex,True,npm,"min_duplicates,min_oldness",allow_cycles,118.22444748878479,15,success
internal-slot,True,npm,"min_duplicates,min_oldness",allow_cycles,61.01729154586792,7,success
@webassemblyjs_leb128,True,npm,"min_duplicates,min_oldness",allow_cycles,19.6359441280365,1,success
imurmurhash,True,npm,"min_duplicates,min_oldness",allow_cycles,4.459659576416016,0,success
jsesc,True,npm,"min_duplicates,min_oldness",allow_cycles,4.816586971282959,0,success
aggregate-error,True,npm,"min_duplicates,min_oldness",allow_cycles,33.44550967216492,3,success
which-boxed-primitive,True,npm,"min_duplicates,min_oldness",allow_cycles,59.76573634147644,12,success
deep-extend,True,npm,"min_duplicates,min_oldness",allow_cycles,5.237902879714966,0,success
buffer-xor,True,npm,"min_duplicates,min_oldness",allow_cycles,21.503522872924805,1,success
encodeurl,True,npm,"min_duplicates,min_oldness",allow_cycles,5.864231109619141,0,success
espree,True,npm,"min_duplicates,min_oldness",allow_cycles,29.648519277572632,3,success
jest-serializer,True,npm,"min_duplicates,min_oldness",allow_cycles,44.18718671798706,2,success
pretty-format,True,npm,"min_duplicates,min_oldness",allow_cycles,130.95708894729614,16,success
html-encoding-sniffer,True,npm,"min_duplicates,min_oldness",allow_cycles,42.368921756744385,3,success
cipher-base,True,npm,"min_duplicates,min_oldness",allow_cycles,28.391979455947876,2,success
source-map,True,npm,"min_duplicates,min_oldness",allow_cycles,4.1433820724487305,0,success
portfinder,True,npm,"min_duplicates,min_oldness",allow_cycles,46.923283100128174,6,success
@babel_plugin-transform-react-display-name,True,npm,"min_duplicates,min_oldness",allow_cycles,23.281063556671143,1,success
lodash.uniq,True,npm,"min_duplicates,min_oldness",allow_cycles,4.459989547729492,0,success
acorn,True,npm,"min_duplicates,min_oldness",allow_cycles,4.138288259506226,0,success
@jest_fake-timers,True,npm,"min_duplicates,min_oldness",allow_cycles,,0,timeout
@szmarczak_http-timer,True,npm,"min_duplicates,min_oldness",allow_cycles,23.20814299583435,1,success
import-lazy,True,npm,"min_duplicates,min_oldness",allow_cycles,4.022721767425537,0,success
json5,True,npm,"min_duplicates,min_oldness",allow_cycles,21.84998106956482,1,success
widest-line,True,npm,"min_duplicates,min_oldness",allow_cycles,31.312090635299683,5,success
are-we-there-yet,True,npm,"min_duplicates,min_oldness",allow_cycles,21.45372176170349,6,success
evp_bytestokey,True,npm,"min_duplicates,min_oldness",allow_cycles,64.46415686607361,7,success
bn.js,True,npm,"min_duplicates,min_oldness",allow_cycles,4.263785123825073,0,success
class-utils,True,npm,"min_duplicates,min_oldness",allow_cycles,145.96361422538757,12,success
nanomatch,True,npm,"min_duplicates,min_oldness",allow_cycles,203.09245824813843,60,success
open,True,npm,"min_duplicates,min_oldness",allow_cycles,19.757564544677734,3,success
postcss-modules-extract-imports,True,npm,"min_duplicates,min_oldness",allow_cycles,4.492535591125488,0,success
har-schema,True,npm,"min_duplicates,min_oldness",allow_cycles,4.61529016494751,0,success
cosmiconfig,True,npm,"min_duplicates,min_oldness",allow_cycles,197.7590627670288,23,success
mdn-data,True,npm,"min_duplicates,min_oldness",allow_cycles,4.150667428970337,0,success
babel-preset-jest,True,npm,"min_duplicates,min_oldness",allow_cycles,302.8133990764618,34,success
boxen,True,npm,"min_duplicates,min_oldness",allow_cycles,150.87068676948547,17,success
unicode-canonical-property-names-ecmascript,True,npm,"min_duplicates,min_oldness",allow_cycles,5.273128032684326,0,success
randombytes,True,npm,"min_duplicates,min_oldness",allow_cycles,14.599485874176025,1,success
chardet,True,npm,"min_duplicates,min_oldness",allow_cycles,4.132594347000122,0,success
@webassemblyjs_helper-wasm-section,True,npm,"min_duplicates,min_oldness",allow_cycles,80.88475441932678,12,success
concat-map,True,npm,"min_duplicates,min_oldness",allow_cycles,4.598250865936279,0,success
@babel_plugin-transform-block-scoped-functions,True,npm,"min_duplicates,min_oldness",allow_cycles,25.09318232536316,1,success
pkg-dir,True,npm,"min_duplicates,min_oldness",allow_cycles,41.906898736953735,6,success
word-wrap,True,npm,"min_duplicates,min_oldness",allow_cycles,4.15353798866272,0,success
typescript,True,npm,"min_duplicates,min_oldness",allow_cycles,6.720498323440552,0,success
path-dirname,True,npm,"min_duplicates,min_oldness",allow_cycles,4.414089918136597,0,success
duplexer,True,npm,"min_duplicates,min_oldness",allow_cycles,3.2516419887542725,0,success
strip-json-comments,True,npm,"min_duplicates,min_oldness",allow_cycles,4.351813554763794,0,success
w3c-xmlserializer,True,npm,"min_duplicates,min_oldness",allow_cycles,9.803047895431519,1,success
@webassemblyjs_helper-wasm-bytecode,True,npm,"min_duplicates,min_oldness",allow_cycles,4.811420440673828,0,success
json-parse-better-errors,True,npm,"min_duplicates,min_oldness",allow_cycles,4.10662317276001,0,success
saxes,True,npm,"min_duplicates,min_oldness",allow_cycles,16.55060076713562,1,success
domutils,True,npm,"min_duplicates,min_oldness",allow_cycles,28.21000647544861,4,success
decompress-response,True,npm,"min_duplicates,min_oldness",allow_cycles,13.825780630111694,1,success
isstream,True,npm,"min_duplicates,min_oldness",allow_cycles,4.717130422592163,0,success
browserify-rsa,True,npm,"min_duplicates,min_oldness",allow_cycles,29.11794424057007,3,success
shebang-command,True,npm,"min_duplicates,min_oldness",allow_cycles,21.31842827796936,1,success
create-hash,True,npm,"min_duplicates,min_oldness",allow_cycles,53.4661123752594,10,success
invariant,True,npm,"min_duplicates,min_oldness",allow_cycles,31.725167274475098,2,success
make-dir,True,npm,"min_duplicates,min_oldness",allow_cycles,16.148996829986572,1,success
rc,True,npm,"min_duplicates,min_oldness",allow_cycles,21.21615433692932,4,success
entities,True,npm,"min_duplicates,min_oldness",allow_cycles,4.145997047424316,0,success
@babel_preset-env,True,npm,"min_duplicates,min_oldness",allow_cycles,,0,timeout
promise,True,npm,"min_duplicates,min_oldness",allow_cycles,11.45511531829834,1,success
to-object-path,True,npm,"min_duplicates,min_oldness",allow_cycles,31.404449224472046,2,success
core-js,True,npm,"min_duplicates,min_oldness",allow_cycles,4.241658687591553,0,success
snapdragon-node,True,npm,"min_duplicates,min_oldness",allow_cycles,6.325776100158691,0,success
file-entry-cache,True,npm,"min_duplicates,min_oldness",allow_cycles,118.17548274993896,14,success
tar,True,npm,"min_duplicates,min_oldness",allow_cycles,26.755948066711426,6,success
@sinonjs_commons,True,npm,"min_duplicates,min_oldness",allow_cycles,23.568615913391113,1,success
@babel_plugin-syntax-top-level-await,True,npm,"min_duplicates,min_oldness",allow_cycles,12.317576169967651,1,success
@babel_plugin-syntax-nullish-coalescing-operator,True,npm,"min_duplicates,min_oldness",allow_cycles,11.031476974487305,1,success
electron-to-chromium,True,npm,"min_duplicates,min_oldness",allow_cycles,3.7954771518707275,0,success
prop-types,True,npm,"min_duplicates,min_oldness",allow_cycles,27.981594800949097,4,success
@babel_plugin-transform-dotall-regex,True,npm,"min_duplicates,min_oldness",allow_cycles,122.62294411659241,16,success
opn,True,npm,"min_duplicates,min_oldness",allow_cycles,14.706136226654053,1,success
isexe,True,npm,"min_duplicates,min_oldness",allow_cycles,5.113590478897095,0,success
once,True,npm,"min_duplicates,min_oldness",allow_cycles,18.613043546676636,1,success
@babel_plugin-transform-parameters,True,npm,"min_duplicates,min_oldness",allow_cycles,35.56954216957092,1,success
@babel_plugin-syntax-class-properties,True,npm,"min_duplicates,min_oldness",allow_cycles,23.71461296081543,1,success
scheduler,True,npm,"min_duplicates,min_oldness",allow_cycles,23.81723666191101,3,success
extend,True,npm,"min_duplicates,min_oldness",allow_cycles,4.47260308265686,0,success
xmlbuilder,True,npm,"min_duplicates,min_oldness",allow_cycles,5.96926212310791,0,success
p-timeout,True,npm,"min_duplicates,min_oldness",allow_cycles,4.916872024536133,0,success
colorette,True,npm,"min_duplicates,min_oldness",allow_cycles,4.068180799484253,0,success
get-stdin,True,npm,"min_duplicates,min_oldness",allow_cycles,4.366555213928223,0,success
unique-string,True,npm,"min_duplicates,min_oldness",allow_cycles,13.898560285568237,2,success
normalize-package-data,True,npm,"min_duplicates,min_oldness",allow_cycles,78.30259442329407,12,success
component-emitter,True,npm,"min_duplicates,min_oldness",allow_cycles,4.399158239364624,0,success
p-try,True,npm,"min_duplicates,min_oldness",allow_cycles,4.654539585113525,0,success
run-queue,True,npm,"min_duplicates,min_oldness",allow_cycles,15.739312648773193,1,success
@babel_plugin-transform-unicode-escapes,True,npm,"min_duplicates,min_oldness",allow_cycles,5.725610733032227,1,success
@webassemblyjs_utf8,True,npm,"min_duplicates,min_oldness",allow_cycles,4.495181560516357,0,success
@babel_traverse,True,npm,"min_duplicates,min_oldness",allow_cycles,134.2625696659088,24,success
inquirer,True,npm,"min_duplicates,min_oldness",allow_cycles,167.95338225364685,50,success
@babel_template,True,npm,"min_duplicates,min_oldness",allow_cycles,131.7604043483734,14,success
tmp,True,npm,"min_duplicates,min_oldness",allow_cycles,28.569011449813843,12,success
static-extend,True,npm,"min_duplicates,min_oldness",allow_cycles,73.05207228660583,11,success
tmpl,True,npm,"min_duplicates,min_oldness",allow_cycles,4.405409097671509,0,success
no-case,True,npm,"min_duplicates,min_oldness",allow_cycles,18.959726095199585,2,success
es5-ext,True,npm,"min_duplicates,min_oldness",allow_cycles,47.29394865036011,8,success
shebang-regex,True,npm,"min_duplicates,min_oldness",allow_cycles,5.064661979675293,0,success
postcss-loader,True,npm,"min_duplicates,min_oldness",allow_cycles,102.67012453079224,27,success
responselike,True,npm,"min_duplicates,min_oldness",allow_cycles,11.843962907791138,1,success
websocket-extensions,True,npm,"min_duplicates,min_oldness",allow_cycles,4.764509677886963,0,success
@babel_plugin-syntax-dynamic-import,True,npm,"min_duplicates,min_oldness",allow_cycles,19.719882488250732,1,success
whatwg-url,True,npm,"min_duplicates,min_oldness",allow_cycles,15.255550861358643,3,success
p-limit,True,npm,"min_duplicates,min_oldness",allow_cycles,16.14001965522766,1,success
fs-extra,True,npm,"min_duplicates,min_oldness",allow_cycles,16.92808699607849,3,success
balanced-match,True,npm,"min_duplicates,min_oldness",allow_cycles,4.916095972061157,0,success
repeat-element,True,npm,"min_duplicates,min_oldness",allow_cycles,5.918269395828247,0,success
assign-symbols,True,npm,"min_duplicates,min_oldness",allow_cycles,5.185701370239258,0,success
object-inspect,True,npm,"min_duplicates,min_oldness",allow_cycles,4.891129970550537,0,success
spdx-expression-parse,True,npm,"min_duplicates,min_oldness",allow_cycles,16.559017419815063,2,success
copy-descriptor,True,npm,"min_duplicates,min_oldness",allow_cycles,4.0963099002838135,0,success
querystring,True,npm,"min_duplicates,min_oldness",allow_cycles,4.155903339385986,0,success
es-to-primitive,True,npm,"min_duplicates,min_oldness",allow_cycles,56.61956071853638,5,success
merge-descriptors,True,npm,"min_duplicates,min_oldness",allow_cycles,4.46360182762146,0,success
snapdragon,True,npm,"min_duplicates,min_oldness",allow_cycles,77.65037989616394,30,success
ansi-escapes,True,npm,"min_duplicates,min_oldness",allow_cycles,24.33080244064331,1,success
flush-write-stream,True,npm,"min_duplicates,min_oldness",allow_cycles,57.8719596862793,5,success
bcrypt-pbkdf,True,npm,"min_duplicates,min_oldness",allow_cycles,26.092371463775635,1,success
@babel_plugin-proposal-export-namespace-from,True,npm,"min_duplicates,min_oldness",allow_cycles,8.170992374420166,2,success
read-pkg-up,True,npm,"min_duplicates,min_oldness",allow_cycles,200.8394947052002,38,success
@jest_transform,True,npm,"min_duplicates,min_oldness",allow_cycles,,0,timeout
concat-stream,True,npm,"min_duplicates,min_oldness",allow_cycles,43.85373067855835,7,success
@babel_plugin-transform-modules-systemjs,True,npm,"min_duplicates,min_oldness",allow_cycles,447.1351306438446,39,success
es6-symbol,True,npm,"min_duplicates,min_oldness",allow_cycles,57.05894684791565,8,success
jest-worker,True,npm,"min_duplicates,min_oldness",allow_cycles,39.45310616493225,4,success
import-from,True,npm,"min_duplicates,min_oldness",allow_cycles,4.961221694946289,0,success
string.prototype.trimstart,True,npm,"min_duplicates,min_oldness",allow_cycles,47.88583970069885,7,success
regexpu-core,True,npm,"min_duplicates,min_oldness",allow_cycles,44.17859125137329,9,success
restore-cursor,True,npm,"min_duplicates,min_oldness",allow_cycles,16.615421295166016,3,success
lodash.isplainobject,True,npm,"min_duplicates,min_oldness",allow_cycles,8.811997413635254,0,success
levn,True,npm,"min_duplicates,min_oldness",allow_cycles,16.80838704109192,2,success
depd,True,npm,"min_duplicates,min_oldness",allow_cycles,4.501824378967285,0,success
jest-regex-util,True,npm,"min_duplicates,min_oldness",allow_cycles,4.350069761276245,0,success
ansi-align,True,npm,"min_duplicates,min_oldness",allow_cycles,12.024816751480103,5,success
@babel_plugin-syntax-numeric-separator,True,npm,"min_duplicates,min_oldness",allow_cycles,28.861176013946533,1,success
elliptic,True,npm,"min_duplicates,min_oldness",allow_cycles,118.80233812332153,7,success
async-limiter,True,npm,"min_duplicates,min_oldness",allow_cycles,4.91359806060791,0,success
unset-value,True,npm,"min_duplicates,min_oldness",allow_cycles,23.344881534576416,6,success
aproba,True,npm,"min_duplicates,min_oldness",allow_cycles,4.35210394859314,0,success
rsvp,True,npm,"min_duplicates,min_oldness",allow_cycles,4.548708200454712,0,success
xml2js,True,npm,"min_duplicates,min_oldness",allow_cycles,12.761969566345215,2,success
@babel_code-frame,True,npm,"min_duplicates,min_oldness",allow_cycles,92.84114193916321,10,success
http-proxy-middleware,True,npm,"min_duplicates,min_oldness",allow_cycles,65.94876456260681,15,success
terser-webpack-plugin,True,npm,"min_duplicates,min_oldness",allow_cycles,104.08118104934692,26,success
@babel_plugin-transform-modules-umd,True,npm,"min_duplicates,min_oldness",allow_cycles,210.56742572784424,30,success
execa,True,npm,"min_duplicates,min_oldness",allow_cycles,82.67016959190369,15,success
object-copy,True,npm,"min_duplicates,min_oldness",allow_cycles,70.50534129142761,7,success
@babel_plugin-transform-object-super,True,npm,"min_duplicates,min_oldness",allow_cycles,224.373676776886,30,success
external-editor,True,npm,"min_duplicates,min_oldness",allow_cycles,38.51537799835205,5,success
webidl-conversions,True,npm,"min_duplicates,min_oldness",allow_cycles,5.5659401416778564,0,success
tweetnacl,True,npm,"min_duplicates,min_oldness",allow_cycles,4.779889106750488,0,success
react-is,True,npm,"min_duplicates,min_oldness",allow_cycles,5.113497972488403,0,success
graceful-fs,True,npm,"min_duplicates,min_oldness",allow_cycles,4.514862060546875,0,success
cookie,True,npm,"min_duplicates,min_oldness",allow_cycles,5.479304313659668,0,success
resolve-url,True,npm,"min_duplicates,min_oldness",allow_cycles,5.2970075607299805,0,success
negotiator,True,npm,"min_duplicates,min_oldness",allow_cycles,4.853642225265503,0,success
bytes,True,npm,"min_duplicates,min_oldness",allow_cycles,4.053027391433716,0,success
global-prefix,True,npm,"min_duplicates,min_oldness",allow_cycles,27.015421390533447,4,success
istanbul-reports,True,npm,"min_duplicates,min_oldness",allow_cycles,69.79606556892395,7,success
loader-utils,True,npm,"min_duplicates,min_oldness",allow_cycles,26.86263155937195,3,success
jest-docblock,True,npm,"min_duplicates,min_oldness",allow_cycles,20.905673027038574,1,success
@babel_plugin-proposal-dynamic-import,True,npm,"min_duplicates,min_oldness",allow_cycles,24.011107444763184,2,success
serve-static,True,npm,"min_duplicates,min_oldness",allow_cycles,93.4099497795105,20,success
css-tree,True,npm,"min_duplicates,min_oldness",allow_cycles,13.368593454360962,2,success
array-includes,True,npm,"min_duplicates,min_oldness",allow_cycles,242.26283240318298,31,success
ee-first,True,npm,"min_duplicates,min_oldness",allow_cycles,4.706207990646362,0,success
node-notifier,True,npm,"min_duplicates,min_oldness",allow_cycles,79.03990769386292,9,success
@babel_helper-validator-option,True,npm,"min_duplicates,min_oldness",allow_cycles,17.169713973999023,0,success
bser,True,npm,"min_duplicates,min_oldness",allow_cycles,31.282304048538208,1,success
safe-regex,True,npm,"min_duplicates,min_oldness",allow_cycles,153.0426595211029,1,success
find-up,True,npm,"min_duplicates,min_oldness",allow_cycles,36.459895610809326,5,success
cssstyle,True,npm,"min_duplicates,min_oldness",allow_cycles,24.915637493133545,1,success
array-flatten,True,npm,"min_duplicates,min_oldness",allow_cycles,4.338194847106934,0,success
terser,True,npm,"min_duplicates,min_oldness",allow_cycles,15.774436235427856,5,success
nice-try,True,npm,"min_duplicates,min_oldness",allow_cycles,4.306177854537964,0,success
arr-diff,True,npm,"min_duplicates,min_oldness",allow_cycles,6.015573501586914,0,success
@babel_plugin-proposal-json-strings,True,npm,"min_duplicates,min_oldness",allow_cycles,14.737806797027588,2,success
chrome-trace-event,True,npm,"min_duplicates,min_oldness",allow_cycles,3.45699143409729,0,success
buffer-from,True,npm,"min_duplicates,min_oldness",allow_cycles,3.498624324798584,0,success
promise-inflight,True,npm,"min_duplicates,min_oldness",allow_cycles,4.799537181854248,0,success
compressible,True,npm,"min_duplicates,min_oldness",allow_cycles,19.98273277282715,1,success
decimal.js,True,npm,"min_duplicates,min_oldness",allow_cycles,3.766430139541626,0,success
tty-browserify,True,npm,"min_duplicates,min_oldness",allow_cycles,5.252825975418091,0,success
https-browserify,True,npm,"min_duplicates,min_oldness",allow_cycles,4.184563875198364,0,success
http-proxy-agent,True,npm,"min_duplicates,min_oldness",allow_cycles,34.9447979927063,4,success
string.prototype.trimend,True,npm,"min_duplicates,min_oldness",allow_cycles,27.331804752349854,7,success
clean-css,True,npm,"min_duplicates,min_oldness",allow_cycles,19.52768874168396,1,success
fsevents,True,npm,"min_duplicates,min_oldness",allow_cycles,,0,EBADPLATFORM
strip-ansi,True,npm,"min_duplicates,min_oldness",allow_cycles,25.832509517669678,1,success
@webassemblyjs_wasm-opt,True,npm,"min_duplicates,min_oldness",allow_cycles,111.7284996509552,13,success
cssesc,True,npm,"min_duplicates,min_oldness",allow_cycles,4.773151874542236,0,success
extglob,True,npm,"min_duplicates,min_oldness",allow_cycles,260.7329683303833,40,success
cli-width,True,npm,"min_duplicates,min_oldness",allow_cycles,6.478792428970337,0,success
create-hmac,True,npm,"min_duplicates,min_oldness",allow_cycles,87.28206038475037,11,success
csso,True,npm,"min_duplicates,min_oldness",allow_cycles,22.90533423423767,3,success
chokidar,True,npm,"min_duplicates,min_oldness",allow_cycles,111.19684100151062,13,success
asynckit,True,npm,"min_duplicates,min_oldness",allow_cycles,6.158339977264404,0,success
function-bind,True,npm,"min_duplicates,min_oldness",allow_cycles,5.318026781082153,0,success
jsdom,True,npm,"min_duplicates,min_oldness",allow_cycles,134.940505027771,58,success
istanbul-lib-report,True,npm,"min_duplicates,min_oldness",allow_cycles,47.13178563117981,5,success
param-case,True,npm,"min_duplicates,min_oldness",allow_cycles,32.401365756988525,4,success
methods,True,npm,"min_duplicates,min_oldness",allow_cycles,4.098121404647827,0,success
requires-port,True,npm,"min_duplicates,min_oldness",allow_cycles,5.012331008911133,0,success
delegates,True,npm,"min_duplicates,min_oldness",allow_cycles,4.709452390670776,0,success
table,True,npm,"min_duplicates,min_oldness",allow_cycles,48.354844093322754,18,success
define-properties,True,npm,"min_duplicates,min_oldness",allow_cycles,19.400904655456543,1,success
@babel_plugin-proposal-async-generator-functions,True,npm,"min_duplicates,min_oldness",allow_cycles,225.8643102645874,31,success
is-fullwidth-code-point,True,npm,"min_duplicates,min_oldness",allow_cycles,4.880006313323975,0,success
array-union,True,npm,"min_duplicates,min_oldness",allow_cycles,5.2608842849731445,0,success
define-property,True,npm,"min_duplicates,min_oldness",allow_cycles,28.178106546401978,5,success
constants-browserify,True,npm,"min_duplicates,min_oldness",allow_cycles,4.103962182998657,0,success
set-value,True,npm,"min_duplicates,min_oldness",allow_cycles,23.268774271011353,3,success
@babel_plugin-transform-literals,True,npm,"min_duplicates,min_oldness",allow_cycles,8.335916757583618,1,success
json-parse-even-better-errors,True,npm,"min_duplicates,min_oldness",allow_cycles,3.80484938621521,0,success
assert-plus,True,npm,"min_duplicates,min_oldness",allow_cycles,4.158329725265503,0,success
inherits,True,npm,"min_duplicates,min_oldness",allow_cycles,5.072401523590088,0,success
jws,True,npm,"min_duplicates,min_oldness",allow_cycles,36.952067613601685,4,success
http-errors,True,npm,"min_duplicates,min_oldness",allow_cycles,42.52642345428467,5,success
range-parser,True,npm,"min_duplicates,min_oldness",allow_cycles,4.254736423492432,0,success
@jest_reporters,True,npm,"min_duplicates,min_oldness",allow_cycles,,0,timeout
@babel_helper-define-polyfill-provider,True,npm,"min_duplicates,min_oldness",allow_cycles,508.01359581947327,45,success
tsutils,True,npm,"min_duplicates,min_oldness",allow_cycles,9.80508041381836,1,success
neo-async,True,npm,"min_duplicates,min_oldness",allow_cycles,4.163540363311768,0,success
glob,True,npm,"min_duplicates,min_oldness",allow_cycles,66.75660133361816,10,success
@babel_core,True,npm,"min_duplicates,min_oldness",allow_cycles,392.8554491996765,44,success
media-typer,True,npm,"min_duplicates,min_oldness",allow_cycles,4.000032424926758,0,success
jest-mock,True,npm,"min_duplicates,min_oldness",allow_cycles,124.53015875816345,13,success
deepmerge,True,npm,"min_duplicates,min_oldness",allow_cycles,4.070696115493774,0,success
path-to-regexp,True,npm,"min_duplicates,min_oldness",allow_cycles,4.57183313369751,0,success
camelcase,True,npm,"min_duplicates,min_oldness",allow_cycles,4.452948093414307,0,success
browserify-cipher,True,npm,"min_duplicates,min_oldness",allow_cycles,77.63228392601013,17,success
qs,True,npm,"min_duplicates,min_oldness",allow_cycles,34.753014087677,7,success
@babel_helper-member-expression-to-functions,True,npm,"min_duplicates,min_oldness",allow_cycles,49.1347119808197,3,success
set-blocking,True,npm,"min_duplicates,min_oldness",allow_cycles,5.063555717468262,0,success
code-point-at,True,npm,"min_duplicates,min_oldness",allow_cycles,3.821293830871582,0,success
clone-response,True,npm,"min_duplicates,min_oldness",allow_cycles,19.25446057319641,1,success
@babel_plugin-transform-duplicate-keys,True,npm,"min_duplicates,min_oldness",allow_cycles,11.600016832351685,1,success
meow,True,npm,"min_duplicates,min_oldness",allow_cycles,295.62565755844116,59,success
ci-info,True,npm,"min_duplicates,min_oldness",allow_cycles,7.587657451629639,0,success
@babel_plugin-syntax-logical-assignment-operators,True,npm,"min_duplicates,min_oldness",allow_cycles,33.107555627822876,1,success
ip,True,npm,"min_duplicates,min_oldness",allow_cycles,4.516091346740723,0,success
eslint-plugin-import,True,npm,"min_duplicates,min_oldness",allow_cycles,479.6622290611267,75,success
jest-message-util,True,npm,"min_duplicates,min_oldness",allow_cycles,358.91452503204346,38,success
url-parse-lax,True,npm,"min_duplicates,min_oldness",allow_cycles,10.283907651901245,1,success
@babel_helper-hoist-variables,True,npm,"min_duplicates,min_oldness",allow_cycles,18.42386531829834,3,success
prepend-http,True,npm,"min_duplicates,min_oldness",allow_cycles,4.454385042190552,0,success
@babel_helper-module-imports,True,npm,"min_duplicates,min_oldness",allow_cycles,18.224037647247314,3,success
events,True,npm,"min_duplicates,min_oldness",allow_cycles,4.9052488803863525,0,success
normalize-range,True,npm,"min_duplicates,min_oldness",allow_cycles,4.4141693115234375,0,success
boolbase,True,npm,"min_duplicates,min_oldness",allow_cycles,4.3600380420684814,0,success
has-flag,True,npm,"min_duplicates,min_oldness",allow_cycles,4.800011157989502,0,success
brace-expansion,True,npm,"min_duplicates,min_oldness",allow_cycles,22.465678215026855,1,success
indent-string,True,npm,"min_duplicates,min_oldness",allow_cycles,4.48039698600769,0,success
jest-environment-node,True,npm,"min_duplicates,min_oldness",allow_cycles,432.2743535041809,47,success
cacheable-request,True,npm,"min_duplicates,min_oldness",allow_cycles,143.4938406944275,15,success
@babel_plugin-syntax-async-generators,True,npm,"min_duplicates,min_oldness",allow_cycles,11.097830295562744,1,success
uri-js,True,npm,"min_duplicates,min_oldness",allow_cycles,18.3663489818573,1,success
stealthy-require,True,npm,"min_duplicates,min_oldness",allow_cycles,5.266176462173462,0,success
mime,True,npm,"min_duplicates,min_oldness",allow_cycles,4.462924003601074,0,success
cliui,True,npm,"min_duplicates,min_oldness",allow_cycles,94.52330303192139,9,success
compression,True,npm,"min_duplicates,min_oldness",allow_cycles,47.383997678756714,11,success
jest-config,True,npm,"min_duplicates,min_oldness",allow_cycles,,0,timeout
whatwg-fetch,True,npm,"min_duplicates,min_oldness",allow_cycles,5.516538619995117,0,success
hoist-non-react-statics,True,npm,"min_duplicates,min_oldness",allow_cycles,29.23415184020996,1,success
@nodelib_fs.stat,True,npm,"min_duplicates,min_oldness",allow_cycles,5.166236400604248,0,success
decamelize,True,npm,"min_duplicates,min_oldness",allow_cycles,4.545096397399902,0,success
natural-compare,True,npm,"min_duplicates,min_oldness",allow_cycles,4.827211856842041,0,success
dir-glob,True,npm,"min_duplicates,min_oldness",allow_cycles,18.64983820915222,1,success
strip-eof,True,npm,"min_duplicates,min_oldness",allow_cycles,4.695245265960693,0,success
dotenv,True,npm,"min_duplicates,min_oldness",allow_cycles,4.157209157943726,0,success
send,True,npm,"min_duplicates,min_oldness",allow_cycles,40.880406618118286,18,success
escalade,True,npm,"min_duplicates,min_oldness",allow_cycles,3.8629589080810547,0,success
v8-compile-cache,True,npm,"min_duplicates,min_oldness",allow_cycles,5.117125988006592,0,success
tar-stream,True,npm,"min_duplicates,min_oldness",allow_cycles,77.3367657661438,13,success
json-schema-traverse,True,npm,"min_duplicates,min_oldness",allow_cycles,4.62251091003418,0,success
extsprintf,True,npm,"min_duplicates,min_oldness",allow_cycles,5.488850355148315,0,success
@babel_plugin-transform-computed-properties,True,npm,"min_duplicates,min_oldness",allow_cycles,8.169716358184814,1,success
@babel_plugin-transform-sticky-regex,True,npm,"min_duplicates,min_oldness",allow_cycles,27.159974813461304,1,success
which-module,True,npm,"min_duplicates,min_oldness",allow_cycles,5.063661813735962,0,success
parse-json,True,npm,"min_duplicates,min_oldness",allow_cycles,103.43513679504395,15,success
@babel_plugin-transform-for-of,True,npm,"min_duplicates,min_oldness",allow_cycles,17.978156328201294,1,success
capture-exit,True,npm,"min_duplicates,min_oldness",allow_cycles,23.8813374042511,1,success
jest-get-type,True,npm,"min_duplicates,min_oldness",allow_cycles,5.358363389968872,0,success
@babel_plugin-syntax-optional-chaining,True,npm,"min_duplicates,min_oldness",allow_cycles,8.435239553451538,1,success
is-arrayish,True,npm,"min_duplicates,min_oldness",allow_cycles,4.843605279922485,0,success
babel-loader,True,npm,"min_duplicates,min_oldness",allow_cycles,229.23959255218506,24,success
domelementtype,True,npm,"min_duplicates,min_oldness",allow_cycles,5.7628068923950195,0,success
prr,True,npm,"min_duplicates,min_oldness",allow_cycles,5.73279881477356,0,success
http-signature,True,npm,"min_duplicates,min_oldness",allow_cycles,46.10072565078735,11,success
