12	get-caller-file
204	get-intrinsic
40	getpass
64	get-stdin
48	get-stream
32	get-value
NA	glob
92	global-dirs
168	global-modules
148	global-prefix
304	globals
1488	globby
84	glob-parent
NA	glob-to-regexp
1924	got
12	graceful-fs
24	har-schema
2112	har-validator
84	has
84	has-ansi
28	has-bigints
64	has-flag
352	hash-base
52	hash.js
28	has-symbols
8	has-unicode
120	has-value
44	has-values
8	he
200	hmac-drbg
80	hoist-non-react-statics
88	hosted-git-info
584	html-encoding-sniffer
32	html-entities
24	html-escaper
732	htmlparser2
16	http-cache-semantics
200	http-errors
NA	http-parser-js
156	http-proxy
NA	http-proxy-agent
1912	http-proxy-middleware
8	https-browserify
1264	http-signature
NA	https-proxy-agent
76	human-signals
84	iconv-lite
56	icss-utils
24	ieee754
8	iferr
40	ignore
104	import-fresh
40	import-from
40	import-lazy
264	import-local
NA	imurmurhash
64	indent-string
12	infer-owner
48	inflight
12	inherits
24	ini
19388	inquirer
600	internal-slot
16	interpret
80	invariant
8	ip
20	ipaddr.js
40	ip-regex
64	is-absolute-url
8	is-accessor-descriptor
404	is-arguments
8	isarray
12	is-arrayish
84	is-bigint
72	is-binary-path
404	is-boolean-object
24	is-buffer
28	is-callable
60	is-ci
132	is-core-module
44	is-data-descriptor
164	is-date-object
8	is-descriptor
8	is-directory
68	is-docker
8	isexe
56	is-extendable
8	is-extglob
64	is-fullwidth-code-point
64	is-generator-fn
28	is-glob
140	is-installed-globally
28	is-negative-zero
8	is-number
164	is-number-object
64	is-obj
12	isobject
64	is-path-cwd
88	is-path-in-cwd
64	is-path-inside
64	is-plain-obj
12	is-plain-object
NA	is-promise
404	is-regex
64	is-stream
8	isstream
164	is-string
100	is-symbol
1332	@istanbuljs_load-nyc-config
36	@istanbuljs_schema
24	istanbul-lib-coverage
10928	istanbul-lib-instrument
256	istanbul-lib-report
1008	istanbul-lib-source-maps
404	istanbul-reports
8	is-typedarray
8	is-windows
72	is-wsl
45396	jest
2864	jest-changed-files
NA	jest-cli
42288	jest-config
NA	@jest_console
NA	@jest_core
NA	jest-diff
36	jest-docblock
2952	jest-each
4176	@jest_environment
