Project,Rosette,AuditFix,Consistency,Minimize,DisallowCycles,Time,NDeps,CVE,Status
jws,True,,cargo,min_oldness,allow_cycles,19.85045886039734,4,0,success
yargs-parser,True,,cargo,min_oldness,allow_cycles,3.1228840351104736,0,0,success
is-core-module,True,,cargo,min_oldness,allow_cycles,58.29624533653259,2,0,success
emoji-regex,True,,cargo,min_oldness,allow_cycles,23.293418645858765,0,0,success
yargs,True,,cargo,min_oldness,allow_cycles,26.948058605194092,15,0,success
concat-map,True,,cargo,min_oldness,allow_cycles,18.56668710708618,0,0,success
@jest_types,True,,cargo,min_oldness,allow_cycles,374.1040675640106,12,0,success
map-obj,True,,cargo,min_oldness,allow_cycles,17.113940000534058,0,0,success
prop-types,True,,cargo,min_oldness,allow_cycles,12.269982099533081,4,0,success
number-is-nan,True,,cargo,min_oldness,allow_cycles,3.263577461242676,0,0,success
base64-js,True,,cargo,min_oldness,allow_cycles,16.678039073944092,0,0,success
os-browserify,True,,cargo,min_oldness,allow_cycles,19.018367767333984,0,0,success
get-stream,True,,cargo,min_oldness,allow_cycles,8.459096431732178,0,0,success
dom-serializer,True,,cargo,min_oldness,allow_cycles,19.67781090736389,3,0,success
map-visit,True,,cargo,min_oldness,allow_cycles,33.09963631629944,2,0,success
is-plain-object,True,,cargo,min_oldness,allow_cycles,4.487354516983032,0,0,success
asynckit,True,,cargo,min_oldness,allow_cycles,9.974159955978394,0,0,success
has-value,True,,cargo,min_oldness,allow_cycles,16.25262188911438,4,0,success
functional-red-black-tree,True,,cargo,min_oldness,allow_cycles,3.3555490970611572,0,0,success
@babel_plugin-syntax-top-level-await,True,,cargo,min_oldness,allow_cycles,15.378672122955322,1,0,success
interpret,True,,cargo,min_oldness,allow_cycles,5.568602085113525,0,0,success
evp_bytestokey,True,,cargo,min_oldness,allow_cycles,23.11008358001709,7,0,success
is-data-descriptor,True,,cargo,min_oldness,allow_cycles,15.775771141052246,1,0,success
psl,True,,cargo,min_oldness,allow_cycles,16.93028450012207,0,0,success
json-buffer,True,,cargo,min_oldness,allow_cycles,10.885162115097046,0,0,success
pseudomap,True,,cargo,min_oldness,allow_cycles,7.0743114948272705,0,0,success
he,True,,cargo,min_oldness,allow_cycles,16.08718490600586,0,0,success
style-loader,True,,cargo,min_oldness,allow_cycles,3.9478914737701416,0,0,success
is-buffer,True,,cargo,min_oldness,allow_cycles,11.47898817062378,0,0,success
eslint-module-utils,True,,cargo,min_oldness,allow_cycles,21.446595668792725,8,0,success
is-symbol,True,,cargo,min_oldness,allow_cycles,22.848801612854004,1,0,success
@babel_plugin-transform-duplicate-keys,True,,cargo,min_oldness,allow_cycles,35.023982763290405,1,0,success
@babel_helper-create-regexp-features-plugin,True,,cargo,min_oldness,allow_cycles,30.48512864112854,14,0,success
commondir,True,,cargo,min_oldness,allow_cycles,10.614229440689087,0,0,success
normalize-package-data,True,,cargo,min_oldness,allow_cycles,39.81884002685547,13,0,success
is-docker,True,,cargo,min_oldness,allow_cycles,3.3133459091186523,0,0,success
chardet,True,,cargo,min_oldness,allow_cycles,67.68193435668945,0,0,success
whatwg-encoding,True,,cargo,min_oldness,allow_cycles,16.62233066558838,2,0,success
ee-first,True,,cargo,min_oldness,allow_cycles,12.275720596313477,0,0,success
object-assign,True,,cargo,min_oldness,allow_cycles,6.716031551361084,0,0,success
@webassemblyjs_wasm-parser,True,,cargo,min_oldness,allow_cycles,19.039358854293823,10,0,success
browserify-zlib,True,,cargo,min_oldness,allow_cycles,19.295303106307983,1,0,success
read-pkg,True,,cargo,min_oldness,allow_cycles,64.33999037742615,32,0,success
https-proxy-agent,True,,cargo,min_oldness,allow_cycles,8.913814306259155,3,0,success
lines-and-columns,True,,cargo,min_oldness,allow_cycles,20.299646377563477,0,0,success
atob,True,,cargo,min_oldness,allow_cycles,35.36201238632202,0,0,success
xmlchars,True,,cargo,min_oldness,allow_cycles,11.582006454467773,0,0,success
webpack,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
@babel_plugin-proposal-nullish-coalescing-operator,True,,cargo,min_oldness,allow_cycles,14.982649087905884,2,0,success
wordwrap,True,,cargo,min_oldness,allow_cycles,4.324126958847046,0,0,success
tslib,True,,cargo,min_oldness,allow_cycles,16.959816932678223,0,0,success
@babel_plugin-syntax-async-generators,True,,cargo,min_oldness,allow_cycles,31.649768352508545,1,0,success
jwa,True,,cargo,min_oldness,allow_cycles,35.60535931587219,3,0,success
regenerate-unicode-properties,True,,cargo,min_oldness,allow_cycles,14.62178373336792,1,0,success
has-unicode,True,,cargo,min_oldness,allow_cycles,16.298336029052734,0,0,success
shellwords,True,,cargo,min_oldness,allow_cycles,3.7077436447143555,0,0,success
is-bigint,True,,cargo,min_oldness,allow_cycles,12.001722574234009,1,0,success
which-boxed-primitive,True,,cargo,min_oldness,allow_cycles,39.68037271499634,12,0,success
tsutils,True,,cargo,min_oldness,allow_cycles,12.886539220809937,1,0,success
collection-visit,True,,cargo,min_oldness,allow_cycles,58.59136652946472,3,0,success
jest-worker,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
portfinder,True,,cargo,min_oldness,allow_cycles,19.44792866706848,6,0,success
require-directory,True,,cargo,min_oldness,allow_cycles,16.7359836101532,0,0,success
bcrypt-pbkdf,True,,cargo,min_oldness,allow_cycles,13.846659898757935,1,0,success
internal-slot,True,,cargo,min_oldness,allow_cycles,24.79007077217102,7,0,success
buffer-from,True,,cargo,min_oldness,allow_cycles,67.67971730232239,0,0,success
picomatch,True,,cargo,min_oldness,allow_cycles,25.866259813308716,0,0,success
public-encrypt,True,,cargo,min_oldness,allow_cycles,41.23149871826172,23,0,success
kind-of,True,,cargo,min_oldness,allow_cycles,7.238223075866699,0,0,success
webpack-dev-middleware,True,,cargo,min_oldness,allow_cycles,84.68183779716492,15,0,success
param-case,True,,cargo,min_oldness,allow_cycles,38.118940591812134,4,0,success
regjsparser,True,,cargo,min_oldness,allow_cycles,16.301811933517456,1,0,success
accepts,True,,cargo,min_oldness,allow_cycles,25.472877025604248,3,0,success
@webassemblyjs_wast-parser,True,,cargo,min_oldness,allow_cycles,15.082085132598877,9,0,success
es5-ext,True,,cargo,min_oldness,allow_cycles,26.9416983127594,8,0,success
safe-regex,True,,cargo,min_oldness,allow_cycles,73.49051904678345,1,0,success
colors,True,,cargo,min_oldness,allow_cycles,10.816648483276367,0,0,success
extsprintf,True,,cargo,min_oldness,allow_cycles,5.190075874328613,0,0,success
color,True,,cargo,min_oldness,allow_cycles,24.443350791931152,5,0,success
https-browserify,True,,cargo,min_oldness,allow_cycles,10.953516721725464,0,0,success
@babel_helpers,True,,cargo,min_oldness,allow_cycles,54.921231508255005,26,0,success
type-is,True,,cargo,min_oldness,allow_cycles,20.940848112106323,3,0,success
@babel_plugin-transform-block-scoping,True,,cargo,min_oldness,allow_cycles,12.58864974975586,1,0,success
delegates,True,,cargo,min_oldness,allow_cycles,18.70476198196411,0,0,success
parse5,True,,cargo,min_oldness,allow_cycles,17.15644931793213,0,0,success
des.js,True,,cargo,min_oldness,allow_cycles,15.404879331588745,2,0,success
http-cache-semantics,True,,cargo,min_oldness,allow_cycles,12.056505918502808,0,0,success
xtend,True,,cargo,min_oldness,allow_cycles,12.676886081695557,0,0,success
prompts,True,,cargo,min_oldness,allow_cycles,9.537428617477417,2,0,success
import-lazy,True,,cargo,min_oldness,allow_cycles,37.2583703994751,0,0,success
abab,True,,cargo,min_oldness,allow_cycles,16.4434597492218,0,0,success
jest-resolve,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
css-loader,True,,cargo,min_oldness,allow_cycles,23.984711408615112,15,0,success
@webassemblyjs_wasm-edit,True,,cargo,min_oldness,allow_cycles,30.519067525863647,16,0,success
@babel_helper-annotate-as-pure,True,,cargo,min_oldness,allow_cycles,12.780544757843018,3,0,success
get-stdin,True,,cargo,min_oldness,allow_cycles,16.271602630615234,0,0,success
unique-slug,True,,cargo,min_oldness,allow_cycles,22.15453815460205,1,0,success
bluebird,True,,cargo,min_oldness,allow_cycles,16.291583776474,0,0,success
@istanbuljs_load-nyc-config,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
terser-webpack-plugin,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
jest-diff,True,,cargo,min_oldness,allow_cycles,526.7109231948853,12,0,success
object-is,True,,cargo,min_oldness,allow_cycles,26.313193321228027,7,0,success
rxjs,True,,cargo,min_oldness,allow_cycles,12.39013147354126,1,0,success
istanbul-reports,True,,cargo,min_oldness,allow_cycles,60.086782693862915,7,0,success
asap,True,,cargo,min_oldness,allow_cycles,16.94940495491028,0,0,success
@babel_plugin-transform-template-literals,True,,cargo,min_oldness,allow_cycles,18.46779203414917,1,0,success
node-fetch,True,,cargo,min_oldness,allow_cycles,23.628260374069214,4,0,success
@babel_helper-split-export-declaration,True,,cargo,min_oldness,allow_cycles,25.52376389503479,3,0,success
on-headers,True,,cargo,min_oldness,allow_cycles,4.2565388679504395,0,0,success
deepmerge,True,,cargo,min_oldness,allow_cycles,6.340628623962402,0,0,success
worker-farm,True,,cargo,min_oldness,allow_cycles,16.014721155166626,2,0,success
@webassemblyjs_floating-point-hex-parser,True,,cargo,min_oldness,allow_cycles,25.845983266830444,0,0,success
is-descriptor,True,,cargo,min_oldness,allow_cycles,10.496739387512207,0,0,success
spdx-license-ids,True,,cargo,min_oldness,allow_cycles,5.257201910018921,0,0,success
builtin-status-codes,True,,cargo,min_oldness,allow_cycles,16.72671365737915,0,0,success
@babel_plugin-transform-react-jsx,True,,cargo,min_oldness,allow_cycles,34.66756057739258,7,0,success
cookie,True,,cargo,min_oldness,allow_cycles,5.14540696144104,0,0,success
js-tokens,True,,cargo,min_oldness,allow_cycles,25.861115217208862,0,0,success
content-disposition,True,,cargo,min_oldness,allow_cycles,17.55302882194519,1,0,success
object.entries,True,,cargo,min_oldness,allow_cycles,73.05987167358398,31,0,success
camelcase,True,,cargo,min_oldness,allow_cycles,10.557787895202637,0,0,success
lodash.uniq,True,,cargo,min_oldness,allow_cycles,4.000098466873169,0,0,success
is-windows,True,,cargo,min_oldness,allow_cycles,5.956928253173828,0,0,success
boxen,True,,cargo,min_oldness,allow_cycles,43.736002922058105,17,0,success
dot-prop,True,,cargo,min_oldness,allow_cycles,38.30215620994568,1,0,success
ini,True,,cargo,min_oldness,allow_cycles,37.18240141868591,0,0,success
string.prototype.trimend,True,,cargo,min_oldness,allow_cycles,13.885600805282593,7,0,success
lodash.sortby,True,,cargo,min_oldness,allow_cycles,11.07061767578125,0,0,success
gauge,True,,cargo,min_oldness,allow_cycles,31.728410005569458,11,0,success
jest-leak-detector,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
hosted-git-info,True,,cargo,min_oldness,allow_cycles,31.573455572128296,2,0,success
jest-cli,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
request,True,,cargo,min_oldness,allow_cycles,53.792096853256226,42,0,success
upath,True,,cargo,min_oldness,allow_cycles,4.219856262207031,0,0,success
nth-check,True,,cargo,min_oldness,allow_cycles,32.63565516471863,1,0,success
v8-compile-cache,True,,cargo,min_oldness,allow_cycles,37.2091429233551,0,0,success
rimraf,True,,cargo,min_oldness,allow_cycles,20.397099018096924,11,0,success
to-regex,True,,cargo,min_oldness,allow_cycles,34.298725605010986,13,0,success
clone-response,True,,cargo,min_oldness,allow_cycles,32.81308031082153,1,0,success
make-dir,True,,cargo,min_oldness,allow_cycles,25.802655696868896,1,0,success
@babel_plugin-proposal-object-rest-spread,True,,cargo,min_oldness,allow_cycles,224.09343099594116,13,0,success
v8-to-istanbul,True,,cargo,min_oldness,allow_cycles,21.902332305908203,4,0,success
find-up,True,,cargo,min_oldness,allow_cycles,35.730833530426025,5,0,success
clean-stack,True,,cargo,min_oldness,allow_cycles,9.562430381774902,1,0,success
negotiator,True,,cargo,min_oldness,allow_cycles,16.381902933120728,0,0,success
@babel_plugin-transform-new-target,True,,cargo,min_oldness,allow_cycles,17.08277463912964,1,0,success
md5.js,True,,cargo,min_oldness,allow_cycles,58.23280334472656,6,0,success
commander,True,,cargo,min_oldness,allow_cycles,9.928152084350586,0,0,success
assert-plus,True,,cargo,min_oldness,allow_cycles,3.707685708999634,0,0,success
is-wsl,True,,cargo,min_oldness,allow_cycles,31.618720293045044,1,0,success
regenerator-runtime,True,,cargo,min_oldness,allow_cycles,10.493846416473389,0,0,success
filesize,True,,cargo,min_oldness,allow_cycles,23.30167293548584,0,0,success
safer-buffer,True,,cargo,min_oldness,allow_cycles,35.35698676109314,0,0,success
cli-width,True,,cargo,min_oldness,allow_cycles,4.623560667037964,0,0,success
async-each,True,,cargo,min_oldness,allow_cycles,16.783238649368286,0,0,success
entities,True,,cargo,min_oldness,allow_cycles,6.377356767654419,0,0,success
url,True,,cargo,min_oldness,allow_cycles,69.28327918052673,2,0,success
deep-extend,True,,cargo,min_oldness,allow_cycles,6.61588191986084,0,0,success
detect-newline,True,,cargo,min_oldness,allow_cycles,26.47553038597107,0,0,success
del,True,,cargo,min_oldness,allow_cycles,80.81453609466553,43,0,success
@babel_plugin-proposal-export-namespace-from,True,,cargo,min_oldness,allow_cycles,26.35293698310852,2,0,success
spdx-expression-parse,True,,cargo,min_oldness,allow_cycles,9.401808500289917,2,0,success
@babel_plugin-transform-member-expression-literals,True,,cargo,min_oldness,allow_cycles,18.819544553756714,1,0,success
util,True,,cargo,min_oldness,allow_cycles,76.31805634498596,39,0,success
neo-async,True,,cargo,min_oldness,allow_cycles,20.001081228256226,0,0,success
@babel_plugin-transform-parameters,True,,cargo,min_oldness,allow_cycles,21.17767357826233,1,0,success
browserify-aes,True,,cargo,min_oldness,allow_cycles,42.50135850906372,13,0,success
json-stable-stringify-without-jsonify,True,,cargo,min_oldness,allow_cycles,11.633002042770386,0,0,success
memory-fs,True,,cargo,min_oldness,allow_cycles,47.710890769958496,10,0,success
jest-docblock,True,,cargo,min_oldness,allow_cycles,12.730216979980469,1,0,success
core-util-is,True,,cargo,min_oldness,allow_cycles,10.022933959960938,0,0,success
errno,True,,cargo,min_oldness,allow_cycles,15.539223432540894,1,0,success
@babel_helper-explode-assignable-expression,True,,cargo,min_oldness,allow_cycles,22.734561443328857,3,0,success
tweetnacl,True,,cargo,min_oldness,allow_cycles,4.673114061355591,0,0,success
cross-spawn,True,,cargo,min_oldness,allow_cycles,20.220754623413086,5,0,success
inflight,True,,cargo,min_oldness,allow_cycles,8.757063150405884,2,0,success
is-generator-fn,True,,cargo,min_oldness,allow_cycles,37.166682958602905,0,0,success
w3c-hr-time,True,,cargo,min_oldness,allow_cycles,20.073342323303223,1,0,success
send,True,,cargo,min_oldness,allow_cycles,,0,0,unsat
minimalistic-crypto-utils,True,,cargo,min_oldness,allow_cycles,20.310803413391113,0,0,success
@webassemblyjs_helper-wasm-bytecode,True,,cargo,min_oldness,allow_cycles,19.715638160705566,0,0,success
ip,True,,cargo,min_oldness,allow_cycles,15.340926885604858,0,0,success
is-negative-zero,True,,cargo,min_oldness,allow_cycles,4.624070405960083,0,0,success
xml2js,True,,cargo,min_oldness,allow_cycles,18.009376525878906,2,0,success
@babel_plugin-transform-modules-commonjs,True,,cargo,min_oldness,allow_cycles,86.82313299179077,39,0,success
lowercase-keys,True,,cargo,min_oldness,allow_cycles,6.019662618637085,0,0,success
ecc-jsbn,True,,cargo,min_oldness,allow_cycles,23.58851981163025,1,0,success
browser-process-hrtime,True,,cargo,min_oldness,allow_cycles,10.331440210342407,0,0,success
ms,True,,cargo,min_oldness,allow_cycles,4.950083255767822,0,0,success
eslint-utils,True,,cargo,min_oldness,allow_cycles,12.592207908630371,1,0,success
loader-runner,True,,cargo,min_oldness,allow_cycles,8.526769161224365,0,0,success
jest-snapshot,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
is-binary-path,True,,cargo,min_oldness,allow_cycles,16.33167815208435,1,0,success
normalize-url,True,,cargo,min_oldness,allow_cycles,16.64535164833069,0,0,success
is-path-inside,True,,cargo,min_oldness,allow_cycles,16.841508626937866,0,0,success
css-select,True,,cargo,min_oldness,allow_cycles,43.17877674102783,8,0,success
babel-loader,True,,cargo,min_oldness,allow_cycles,24.05892777442932,24,0,success
cosmiconfig,True,,cargo,min_oldness,allow_cycles,30.034000158309937,23,0,success
@babel_plugin-syntax-object-rest-spread,True,,cargo,min_oldness,allow_cycles,37.87354493141174,1,0,success
@babel_plugin-syntax-json-strings,True,,cargo,min_oldness,allow_cycles,46.52339816093445,1,0,success
tar,True,,cargo,min_oldness,allow_cycles,37.11610269546509,6,0,success
color-convert,True,,cargo,min_oldness,allow_cycles,26.762192726135254,1,0,success
mime,True,,cargo,min_oldness,allow_cycles,10.651990413665771,0,0,success
code-point-at,True,,cargo,min_oldness,allow_cycles,3.4441027641296387,0,0,success
@babel_helper-remap-async-to-generator,True,,cargo,min_oldness,allow_cycles,48.37344741821289,28,0,success
@babel_plugin-syntax-optional-catch-binding,True,,cargo,min_oldness,allow_cycles,22.245925188064575,1,0,success
@babel_plugin-transform-modules-umd,True,,cargo,min_oldness,allow_cycles,44.7869758605957,30,0,success
throat,True,,cargo,min_oldness,allow_cycles,11.752466440200806,0,0,success
iconv-lite,True,,cargo,min_oldness,allow_cycles,11.578145503997803,1,0,success
enhanced-resolve,True,,cargo,min_oldness,allow_cycles,14.1068754196167,2,0,success
json-parse-better-errors,True,,cargo,min_oldness,allow_cycles,3.9677858352661133,0,0,success
log-symbols,True,,cargo,min_oldness,allow_cycles,34.282169580459595,7,0,success
jest-util,True,,cargo,min_oldness,allow_cycles,539.1222670078278,17,0,success
@webassemblyjs_wast-printer,True,,cargo,min_oldness,allow_cycles,49.465904235839844,6,0,success
bn.js,True,,cargo,min_oldness,allow_cycles,6.888015508651733,0,0,success
tty-browserify,True,,cargo,min_oldness,allow_cycles,12.047227382659912,0,0,success
@babel_helper-member-expression-to-functions,True,,cargo,min_oldness,allow_cycles,15.116957187652588,3,0,success
parseurl,True,,cargo,min_oldness,allow_cycles,10.85294771194458,0,0,success
@tootallnate_once,True,,cargo,min_oldness,allow_cycles,19.943939447402954,0,0,success
@istanbuljs_schema,True,,cargo,min_oldness,allow_cycles,4.556883335113525,0,0,success
node-forge,True,,cargo,min_oldness,allow_cycles,16.69223642349243,0,0,success
resolve-url,True,,cargo,min_oldness,allow_cycles,5.283296346664429,0,0,success
npmlog,True,,cargo,min_oldness,allow_cycles,47.91320991516113,21,0,success
regexpp,True,,cargo,min_oldness,allow_cycles,3.8204169273376465,0,0,success
call-bind,True,,cargo,min_oldness,allow_cycles,14.746526002883911,4,0,success
json-schema-traverse,True,,cargo,min_oldness,allow_cycles,10.237333297729492,0,0,success
p-finally,True,,cargo,min_oldness,allow_cycles,5.2672765254974365,0,0,success
jest-runtime,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
node-libs-browser,True,,cargo,min_oldness,allow_cycles,,0,0,unexpected
pako,True,,cargo,min_oldness,allow_cycles,8.5106041431427,0,0,success
uuid,True,,cargo,min_oldness,allow_cycles,4.687282085418701,0,0,success
resolve,True,,cargo,min_oldness,allow_cycles,28.45132541656494,4,0,success
ret,True,,cargo,min_oldness,allow_cycles,9.179778575897217,0,0,success
@babel_plugin-proposal-private-methods,True,,cargo,min_oldness,allow_cycles,62.07522201538086,32,0,success
repeat-string,True,,cargo,min_oldness,allow_cycles,17.90022897720337,0,0,success
figgy-pudding,True,,cargo,min_oldness,allow_cycles,10.979408264160156,0,0,success
babel-jest,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
babel-plugin-dynamic-import-node,True,,cargo,min_oldness,allow_cycles,57.99386262893677,8,0,success
no-case,True,,cargo,min_oldness,allow_cycles,14.582995891571045,2,0,success
whatwg-mimetype,True,,cargo,min_oldness,allow_cycles,7.783462762832642,0,0,success
lodash.debounce,True,,cargo,min_oldness,allow_cycles,35.35740923881531,0,0,success
istanbul-lib-coverage,True,,cargo,min_oldness,allow_cycles,3.8846542835235596,0,0,success
whatwg-url,True,,cargo,min_oldness,allow_cycles,21.480270385742188,3,0,success
for-in,True,,cargo,min_oldness,allow_cycles,16.93620991706848,0,0,success
@babel_plugin-transform-unicode-regex,True,,cargo,min_oldness,allow_cycles,40.455175161361694,16,0,success
jest-matcher-utils,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
@babel_plugin-proposal-optional-catch-binding,True,,cargo,min_oldness,allow_cycles,69.35119557380676,2,0,success
media-typer,True,,cargo,min_oldness,allow_cycles,10.480611324310303,0,0,success
binary-extensions,True,,cargo,min_oldness,allow_cycles,3.861340045928955,0,0,success
global-dirs,True,,cargo,min_oldness,allow_cycles,10.233483791351318,1,0,success
indent-string,True,,cargo,min_oldness,allow_cycles,22.75230860710144,0,0,success
browserslist,True,,cargo,min_oldness,allow_cycles,40.48698019981384,5,0,success
restore-cursor,True,,cargo,min_oldness,allow_cycles,20.89259648323059,3,0,success
keyv,True,,cargo,min_oldness,allow_cycles,12.824614524841309,1,0,success
nanoid,True,,cargo,min_oldness,allow_cycles,16.78157949447632,0,0,success
@babel_plugin-syntax-logical-assignment-operators,True,,cargo,min_oldness,allow_cycles,14.723660230636597,1,0,success
elliptic,True,,cargo,min_oldness,allow_cycles,88.78373742103577,7,0,success
browserify-sign,True,,cargo,min_oldness,allow_cycles,78.1223657131195,28,0,success
@babel_helper-get-function-arity,True,,cargo,min_oldness,allow_cycles,31.641544342041016,3,0,success
string-width,True,,cargo,min_oldness,allow_cycles,14.128485202789307,4,0,success
postcss-loader,True,,cargo,min_oldness,allow_cycles,53.385732889175415,27,0,success
rsvp,True,,cargo,min_oldness,allow_cycles,16.03127408027649,0,0,success
npm-run-path,True,,cargo,min_oldness,allow_cycles,22.812006950378418,1,0,success
set-value,True,,cargo,min_oldness,allow_cycles,20.787917137145996,3,0,success
cli-boxes,True,,cargo,min_oldness,allow_cycles,10.759090423583984,0,0,success
array-uniq,True,,cargo,min_oldness,allow_cycles,25.866699695587158,0,0,success
strip-indent,True,,cargo,min_oldness,allow_cycles,31.41700577735901,1,0,success
babel-plugin-istanbul,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
path-dirname,True,,cargo,min_oldness,allow_cycles,16.958276748657227,0,0,success
randomfill,True,,cargo,min_oldness,allow_cycles,24.5874240398407,2,0,success
@webassemblyjs_helper-fsm,True,,cargo,min_oldness,allow_cycles,5.9056715965271,0,0,success
p-locate,True,,cargo,min_oldness,allow_cycles,50.760947704315186,2,0,success
setimmediate,True,,cargo,min_oldness,allow_cycles,10.6378333568573,0,0,success
human-signals,True,,cargo,min_oldness,allow_cycles,15.735666513442993,0,0,success
is-boolean-object,True,,cargo,min_oldness,allow_cycles,15.406739473342896,6,0,success
html-encoding-sniffer,True,,cargo,min_oldness,allow_cycles,10.892079591751099,3,0,success
pascalcase,True,,cargo,min_oldness,allow_cycles,25.864739894866943,0,0,success
react-is,True,,cargo,min_oldness,allow_cycles,10.05165410041809,0,0,success
tar-stream,True,,cargo,min_oldness,allow_cycles,34.50371837615967,13,0,success
array-unique,True,,cargo,min_oldness,allow_cycles,3.7746174335479736,0,0,success
@babel_plugin-transform-unicode-escapes,True,,cargo,min_oldness,allow_cycles,8.721268653869629,1,0,success
resolve-from,True,,cargo,min_oldness,allow_cycles,4.303775787353516,0,0,success
mississippi,True,,cargo,min_oldness,allow_cycles,69.301753282547,27,0,success
create-hash,True,,cargo,min_oldness,allow_cycles,24.441351890563965,10,0,success
methods,True,,cargo,min_oldness,allow_cycles,8.407229900360107,0,0,success
is-plain-obj,True,,cargo,min_oldness,allow_cycles,3.3476977348327637,0,0,success
buffer-crc32,True,,cargo,min_oldness,allow_cycles,26.530256271362305,0,0,success
content-type,True,,cargo,min_oldness,allow_cycles,8.44160795211792,0,0,success
@babel_preset-env,True,,cargo,min_oldness,allow_cycles,,0,0,timeout
@babel_plugin-transform-exponentiation-operator,True,,cargo,min_oldness,allow_cycles,17.012376308441162,6,0,success
regex-not,True,,cargo,min_oldness,allow_cycles,37.812737703323364,7,0,success
core-js-pure,True,,cargo,min_oldness,allow_cycles,17.14749550819397,0,0,success
async-limiter,True,,cargo,min_oldness,allow_cycles,18.986491203308105,0,0,success
ssri,True,,cargo,min_oldness,allow_cycles,43.26934051513672,2,0,success
regenerate,True,,cargo,min_oldness,allow_cycles,9.129800081253052,0,0,success
is-number,True,,cargo,min_oldness,allow_cycles,17.89737844467163,0,0,success
tmp,True,,cargo,min_oldness,allow_cycles,35.06086325645447,12,0,success
on-finished,True,,cargo,min_oldness,allow_cycles,31.96285605430603,1,0,success
is-date-object,True,,cargo,min_oldness,allow_cycles,16.90619134902954,2,0,success
proxy-addr,True,,cargo,min_oldness,allow_cycles,10.484256267547607,2,0,success
mixin-deep,True,,cargo,min_oldness,allow_cycles,16.048758268356323,0,0,success
jsbn,True,,cargo,min_oldness,allow_cycles,6.928346872329712,0,0,success
p-cancelable,True,,cargo,min_oldness,allow_cycles,16.313098907470703,0,0,success
path-parse,True,,cargo,min_oldness,allow_cycles,3.959291458129883,0,0,success
at-least-node,True,,cargo,min_oldness,allow_cycles,4.935485124588013,0,0,success
@babel_plugin-syntax-optional-chaining,True,,cargo,min_oldness,allow_cycles,47.5455002784729,1,0,success
babel-runtime,True,,cargo,min_oldness,allow_cycles,43.13563919067383,25,0,success
@babel_helper-builder-binary-assignment-operator-visitor,True,,cargo,min_oldness,allow_cycles,19.56761074066162,4,0,success
@babel_plugin-proposal-logical-assignment-operators,True,,cargo,min_oldness,allow_cycles,21.86717987060547,2,0,success
imurmurhash,True,,cargo,min_oldness,allow_cycles,17.221166610717773,0,0,success
fs-extra,True,,cargo,min_oldness,allow_cycles,18.015640258789062,3,0,success
es-to-primitive,True,,cargo,min_oldness,allow_cycles,45.39420032501221,5,0,success
vm-browserify,True,,cargo,min_oldness,allow_cycles,16.932202100753784,0,0,success
is-accessor-descriptor,True,,cargo,min_oldness,allow_cycles,18.15658712387085,0,0,success
define-properties,True,,cargo,min_oldness,allow_cycles,69.01809287071228,1,0,success
source-map-support,True,,pip,min_oldness,allow_cycles,1.2074415683746338,2,0,success
unpipe,True,,pip,min_oldness,allow_cycles,1.1115574836730957,0,0,success
to-fast-properties,True,,pip,min_oldness,allow_cycles,1.509500503540039,0,0,success
domutils,True,,pip,min_oldness,allow_cycles,1.612154483795166,4,0,success
inquirer,True,,pip,min_oldness,allow_cycles,3.6143345832824707,50,0,success
is-arguments,True,,pip,min_oldness,allow_cycles,1.8294727802276611,6,0,success
brorand,True,,pip,min_oldness,allow_cycles,1.4088408946990967,0,0,success
loader-utils,True,,pip,min_oldness,allow_cycles,1.307896614074707,3,0,success
ansi-colors,True,,pip,min_oldness,allow_cycles,1.5075514316558838,0,0,success
is-installed-globally,True,,pip,min_oldness,allow_cycles,1.4077014923095703,3,0,success
use,True,,pip,min_oldness,allow_cycles,1.5206434726715088,0,0,success
jsdom,True,,pip,min_oldness,allow_cycles,,0,0,unsat
promise,True,,pip,min_oldness,allow_cycles,1.3077723979949951,1,0,success
jsprim,True,,pip,min_oldness,allow_cycles,1.2093048095703125,5,0,success
csso,True,,pip,min_oldness,allow_cycles,1.3078911304473877,3,0,success
semver,True,,pip,min_oldness,allow_cycles,1.2069132328033447,2,0,success
@babel_plugin-transform-react-display-name,True,,pip,min_oldness,allow_cycles,1.1075987815856934,1,0,success
@webassemblyjs_helper-api-error,True,,pip,min_oldness,allow_cycles,1.2078595161437988,0,0,success
read-pkg-up,True,,pip,min_oldness,allow_cycles,3.417524814605713,38,0,success
eslint-plugin-import,True,,pip,min_oldness,allow_cycles,6.42486572265625,80,0,success
es6-symbol,True,,pip,min_oldness,allow_cycles,,0,0,unsat
get-caller-file,True,,pip,min_oldness,allow_cycles,1.1061625480651855,0,0,success
